,Date,Origin,Destination,Departure_Time,Arrival_Time,Duration,Class,Miles,Tax
2149,05/19,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 20",28h 58m,Premium Economy,140000,49.6
2150,05/19,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 20",28h 58m,Premium Economy,140000,49.6
2151,05/19,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 20",28h 58m,Premium Economy,140000,49.6
2152,05/19,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 20",28h 58m,Premium Economy,140000,49.6
2153,05/19,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 20",28h 58m,Premium Economy,140000,49.6
2154,05/22,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 23",28h 58m,Premium Economy,140000,55.2
2155,05/22,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 23",28h 58m,Premium Economy,140000,49.6
2156,05/22,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 23",28h 58m,Premium Economy,140000,49.6
2157,05/26,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 27",28h 58m,Premium Economy,140000,49.6
2158,05/26,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 27",28h 58m,Premium Economy,140000,49.6
2159,05/26,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 27",28h 58m,Premium Economy,140000,55.2
2160,05/26,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 27",28h 58m,Premium Economy,140000,49.6
2161,05/27,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 28",28h 58m,Premium Economy,140000,49.6
2162,05/29,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 30",28h 58m,Premium Economy,140000,49.6
2163,05/29,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 30",28h 58m,Premium Economy,140000,55.2
2164,05/29,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 30",28h 58m,Premium Economy,140000,49.6
2165,05/31,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on June 1",28h 58m,Premium Economy,140000,55.2
2166,05/31,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on June 1",28h 58m,Premium Economy,140000,49.6
2167,05/31,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on June 1",28h 58m,Premium Economy,140000,49.6
2168,05/31,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on June 1",28h 58m,Premium Economy,140000,49.6
2169,05/13,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 14",29h 0m,Premium Economy,140000,49.6
2170,05/13,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 14",29h 0m,Premium Economy,140000,49.6
2171,05/19,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 20",29h 0m,Premium Economy,140000,49.6
2172,05/22,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 23",29h 0m,Premium Economy,140000,49.6
2173,05/23,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 24",29h 0m,Premium Economy,140000,49.6
2174,05/26,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 27",29h 0m,Premium Economy,140000,49.6
2175,05/27,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 28",29h 0m,Premium Economy,140000,49.6
2176,05/29,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 30",29h 0m,Premium Economy,140000,49.6
2177,05/12,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 13",30h 16m,Premium Economy,140000,49.6
2178,05/12,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 13",30h 16m,Premium Economy,140000,55.2
2179,05/13,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 14",30h 16m,Premium Economy,140000,55.2
2180,05/13,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 14",30h 16m,Premium Economy,140000,49.6
2181,05/19,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 20",30h 16m,Premium Economy,140000,49.6
2182,05/19,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 20",30h 16m,Premium Economy,140000,55.2
2183,05/22,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 23",30h 16m,Premium Economy,140000,49.6
2184,05/23,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 24",30h 16m,Premium Economy,140000,55.2
2185,05/27,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 28",30h 16m,Premium Economy,140000,49.6
2186,05/05,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 6",30h 17m,Premium Economy,140000,55.2
2187,05/13,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 14",30h 17m,Premium Economy,140000,55.2
2188,05/15,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 16",30h 17m,Premium Economy,140000,55.2
2189,05/18,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 19",30h 17m,Premium Economy,140000,55.2
2190,05/19,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 20",30h 17m,Premium Economy,140000,49.6
2191,05/22,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 23",30h 17m,Premium Economy,140000,55.2
2192,05/25,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 26",30h 17m,Premium Economy,140000,49.6
2193,05/25,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 26",30h 17m,Premium Economy,140000,55.2
2194,05/26,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 27",30h 17m,Premium Economy,140000,49.6
2195,05/29,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 30",30h 17m,Premium Economy,140000,55.2
2196,05/05,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 6",30h 28m,Premium Economy,140000,49.6
2197,05/08,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 9",30h 28m,Premium Economy,140000,49.6
2198,05/09,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 10",30h 28m,Premium Economy,140000,49.6
2199,05/10,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 11",30h 28m,Premium Economy,140000,49.6
2200,05/16,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 17",30h 28m,Premium Economy,140000,49.6
2201,05/17,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 18",30h 28m,Premium Economy,140000,49.6
2202,05/23,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 24",30h 28m,Premium Economy,140000,49.6
2203,05/28,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 29",30h 28m,Premium Economy,140000,49.6
2204,05/01,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 2",30h 29m,Premium Economy,140000,49.6
2205,05/02,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 3",30h 29m,Premium Economy,140000,49.6
2206,05/03,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 4",30h 29m,Premium Economy,140000,49.6
2207,05/04,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 5",30h 29m,Premium Economy,140000,49.6
2208,05/05,HND,EWR,6:15 PM," 11:45 AM +1 , Arrives on May 6",30h 30m,Premium Economy,140000,49.6
2209,05/23,HND,EWR,6:15 PM," 11:45 AM +1 , Arrives on May 24",30h 30m,Premium Economy,140000,49.6
2210,05/23,HND,EWR,6:15 PM," 11:45 AM +1 , Arrives on May 24",30h 30m,Premium Economy,140000,55.2
2211,05/28,HND,EWR,6:15 PM," 11:45 AM +1 , Arrives on May 29",30h 30m,Premium Economy,140000,49.6
2212,05/01,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 2",30h 43m,Premium Economy,140000,49.6
2213,05/02,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 3",30h 43m,Premium Economy,140000,49.6
2214,05/03,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 4",30h 43m,Premium Economy,140000,49.6
2215,05/04,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 5",30h 43m,Premium Economy,140000,49.6
2216,05/09,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 10",30h 47m,Premium Economy,140000,49.6
2217,05/11,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 12",30h 47m,Premium Economy,140000,49.6
2218,05/11,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 12",30h 47m,Premium Economy,140000,49.6
2219,05/11,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 12",30h 47m,Premium Economy,140000,55.2
2220,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Premium Economy,140000,49.6
2221,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Premium Economy,140000,49.6
2222,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Premium Economy,140000,55.2
2223,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Premium Economy,140000,55.2
2224,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Premium Economy,140000,49.6
2225,05/19,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 20",30h 47m,Premium Economy,140000,49.6
2226,05/26,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 27",30h 47m,Premium Economy,140000,49.6
2227,05/26,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 27",30h 47m,Premium Economy,140000,55.2
2228,05/27,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 28",30h 47m,Premium Economy,140000,49.6
2229,05/01,HND,EWR,6:15 PM," 12:52 PM +1 , Arrives on May 2",31h 37m,Premium Economy,140000,49.6
2230,05/02,HND,EWR,6:15 PM," 12:52 PM +1 , Arrives on May 3",31h 37m,Premium Economy,140000,49.6
2231,05/04,HND,EWR,6:15 PM," 12:52 PM +1 , Arrives on May 5",31h 37m,Premium Economy,140000,49.6
2232,05/03,HND,EWR,6:15 PM," 12:57 PM +1 , Arrives on May 4",31h 42m,Premium Economy,140000,49.6
2233,05/05,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 6",31h 46m,Premium Economy,140000,49.6
2234,05/09,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 10",31h 46m,Premium Economy,140000,49.6
2235,05/17,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 18",31h 46m,Premium Economy,140000,49.6
2236,05/17,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 18",31h 46m,Premium Economy,140000,49.6
2237,05/28,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 29",31h 46m,Premium Economy,140000,49.6
2238,05/02,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 3",31h 47m,Premium Economy,140000,49.6
2239,05/02,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 3",31h 47m,Premium Economy,140000,49.6
2240,05/03,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 4",31h 47m,Premium Economy,140000,49.6
2241,05/03,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 4",31h 47m,Premium Economy,140000,49.6
2242,05/05,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 6",31h 47m,Premium Economy,140000,49.6
2243,05/05,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 6",31h 47m,Premium Economy,140000,49.6
2244,05/08,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 9",31h 47m,Premium Economy,140000,49.6
2245,05/10,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 11",31h 47m,Premium Economy,140000,49.6
2246,05/16,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 17",31h 47m,Premium Economy,140000,49.6
2247,05/17,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 18",31h 47m,Premium Economy,140000,49.6
2248,05/23,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 24",31h 47m,Premium Economy,140000,49.6
2249,05/27,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 28",31h 47m,Premium Economy,140000,49.6
2250,05/27,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 28",31h 47m,Premium Economy,140000,49.6
2251,05/28,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 29",31h 47m,Premium Economy,140000,49.6
2252,05/01,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 2",32h 26m,Premium Economy,140000,49.6
2253,05/01,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 2",32h 26m,Premium Economy,140000,49.6
2254,05/01,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 2",32h 26m,Premium Economy,140000,49.6
2255,05/04,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 5",32h 26m,Premium Economy,140000,49.6
2256,05/04,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 5",32h 26m,Premium Economy,140000,49.6
2257,05/04,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 5",32h 26m,Premium Economy,140000,49.6
2258,05/05,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 6",32h 40m,Premium Economy,140000,55.2
2259,05/12,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 13",32h 40m,Premium Economy,140000,55.2
2260,05/12,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 13",32h 40m,Premium Economy,140000,55.2
2261,05/13,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 14",32h 40m,Premium Economy,140000,55.2
2262,05/15,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 16",32h 40m,Premium Economy,140000,55.2
2263,05/19,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 20",32h 40m,Premium Economy,140000,55.2
2264,05/22,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 23",32h 40m,Premium Economy,140000,55.2
2265,05/25,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 26",32h 40m,Premium Economy,140000,55.2
2266,05/25,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 26",32h 40m,Premium Economy,140000,55.2
2267,05/26,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 27",32h 40m,Premium Economy,140000,55.2
2268,05/26,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 27",32h 40m,Premium Economy,140000,55.2
2269,05/26,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 27",32h 40m,Premium Economy,140000,55.2
2270,05/27,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 28",32h 40m,Premium Economy,140000,55.2
2271,05/27,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 28",32h 40m,Premium Economy,140000,55.2
2272,05/29,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 30",32h 40m,Premium Economy,140000,55.2
2273,05/29,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 30",32h 40m,Premium Economy,140000,55.2
2274,05/31,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on June 1",32h 40m,Premium Economy,140000,55.2
2275,05/31,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on June 1",32h 40m,Premium Economy,140000,55.2
2276,05/31,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on June 1",32h 40m,Premium Economy,140000,55.2
2277,05/12,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 13",33h 13m,Premium Economy,140000,55.2
2278,05/12,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 13",33h 13m,Premium Economy,140000,55.2
2279,05/13,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 14",33h 13m,Premium Economy,140000,55.2
2280,05/13,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 14",33h 13m,Premium Economy,140000,55.2
2281,05/15,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 16",33h 13m,Premium Economy,140000,55.2
2282,05/18,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 19",33h 13m,Premium Economy,140000,55.2
2283,05/19,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 20",33h 13m,Premium Economy,140000,55.2
2284,05/19,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 20",33h 13m,Premium Economy,140000,55.2
2285,05/20,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 21",33h 13m,Premium Economy,140000,55.2
2286,05/20,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 21",33h 13m,Premium Economy,140000,55.2
2287,05/26,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 27",33h 13m,Premium Economy,140000,55.2
2288,05/26,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 27",33h 13m,Premium Economy,140000,55.2
2289,05/26,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 27",33h 13m,Premium Economy,140000,55.2
2290,05/26,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 27",33h 13m,Premium Economy,140000,55.2
2291,05/31,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on June 1",33h 13m,Premium Economy,140000,55.2
2292,05/31,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on June 1",33h 13m,Premium Economy,140000,55.2
2293,05/12,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 13",33h 37m,Premium Economy,140000,49.6
2294,05/19,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 20",33h 37m,Premium Economy,140000,49.6
2295,05/22,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 23",33h 37m,Premium Economy,140000,49.6
2296,05/24,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 25",33h 37m,Premium Economy,140000,49.6
2297,05/27,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 28",33h 37m,Premium Economy,140000,49.6
2298,05/29,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on May 30",33h 37m,Premium Economy,140000,49.6
2299,05/31,HND,EWR,7:45 PM," 4:22 PM +1 , Arrives on June 1",33h 37m,Premium Economy,140000,49.6
2300,05/05,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 6",34h 10m,Premium Economy,140000,55.2
2301,05/05,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 6",34h 10m,Premium Economy,140000,49.6
2302,05/05,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 6",34h 10m,Premium Economy,140000,49.6
2303,05/08,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 9",34h 10m,Premium Economy,140000,55.2
2304,05/16,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 17",34h 10m,Premium Economy,140000,49.6
2305,05/16,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 17",34h 10m,Premium Economy,140000,49.6
2306,05/16,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 17",34h 10m,Premium Economy,140000,55.2
2307,05/17,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 18",34h 10m,Premium Economy,140000,49.6
2308,05/17,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 18",34h 10m,Premium Economy,140000,49.6
2309,05/17,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 18",34h 10m,Premium Economy,140000,55.2
2310,05/23,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 24",34h 10m,Premium Economy,140000,55.2
2311,05/27,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 28",34h 10m,Premium Economy,140000,49.6
2312,05/28,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 29",34h 10m,Premium Economy,140000,55.2
2313,05/28,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 29",34h 10m,Premium Economy,140000,49.6
2314,05/13,HND,EWR,7:45 PM," 5:00 PM +1 , Arrives on May 14",34h 15m,Premium Economy,140000,49.6
2315,05/22,HND,EWR,7:45 PM," 5:00 PM +1 , Arrives on May 23",34h 15m,Premium Economy,140000,55.2
2316,05/27,HND,EWR,7:45 PM," 5:00 PM +1 , Arrives on May 28",34h 15m,Premium Economy,140000,49.6
2317,05/06,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 7",34h 37m,Premium Economy,140000,49.6
2318,05/06,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 7",34h 37m,Premium Economy,140000,49.6
2319,05/09,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 10",34h 37m,Premium Economy,140000,49.6
2320,05/15,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 16",34h 37m,Premium Economy,140000,49.6
2321,05/19,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 20",34h 37m,Premium Economy,140000,49.6
2322,05/01,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 2",34h 3m,Premium Economy,140000,55.2
2323,05/01,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 2",34h 3m,Premium Economy,140000,49.6
2324,05/01,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 2",34h 3m,Premium Economy,140000,49.6
2325,05/02,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 3",34h 3m,Premium Economy,140000,55.2
2326,05/02,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 3",34h 3m,Premium Economy,140000,49.6
2327,05/02,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 3",34h 3m,Premium Economy,140000,49.6
2328,05/04,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 5",34h 3m,Premium Economy,140000,49.6
2329,05/04,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 5",34h 3m,Premium Economy,140000,55.2
2330,05/04,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 5",34h 3m,Premium Economy,140000,49.6
2331,05/05,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 6",34h 43m,Premium Economy,140000,49.6
2332,05/08,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 9",34h 43m,Premium Economy,140000,49.6
2333,05/09,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 10",34h 43m,Premium Economy,140000,49.6
2334,05/10,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 11",34h 43m,Premium Economy,140000,49.6
2335,05/16,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 17",34h 43m,Premium Economy,140000,49.6
2336,05/17,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 18",34h 43m,Premium Economy,140000,49.6
2337,05/23,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 24",34h 43m,Premium Economy,140000,49.6
2338,05/24,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 25",34h 43m,Premium Economy,140000,49.6
2339,05/25,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 26",34h 43m,Premium Economy,140000,49.6
2340,05/28,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 29",34h 43m,Premium Economy,140000,49.6
2341,05/01,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 2",34h 45m,Premium Economy,140000,49.6
2342,05/03,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 4",34h 45m,Premium Economy,140000,49.6
2343,05/04,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 5",34h 45m,Premium Economy,140000,49.6
2344,05/02,HND,EWR,6:15 PM," 4:03 PM +1 , Arrives on May 3",34h 48m,Premium Economy,140000,49.6
2345,05/05,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 6",35h 45m,Premium Economy,140000,55.2
2346,05/05,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 6",35h 45m,Premium Economy,140000,55.2
2347,05/06,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 7",35h 45m,Premium Economy,140000,55.2
2348,05/06,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 7",35h 45m,Premium Economy,140000,55.2
2349,05/06,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 7",35h 45m,Premium Economy,140000,55.2
2350,05/17,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 18",35h 45m,Premium Economy,140000,55.2
2351,05/23,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 24",35h 45m,Premium Economy,140000,55.2
2352,05/05,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 6",35h 46m,Premium Economy,140000,49.6
2353,05/05,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 6",35h 46m,Premium Economy,140000,49.6
2354,05/12,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 13",35h 46m,Premium Economy,140000,49.6
2355,05/13,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 14",35h 46m,Premium Economy,140000,49.6
2356,05/19,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 20",35h 46m,Premium Economy,140000,49.6
2357,05/24,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 25",35h 46m,Premium Economy,140000,49.6
2358,05/25,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 26",35h 46m,Premium Economy,140000,49.6
2359,05/26,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 27",35h 46m,Premium Economy,140000,49.6
2360,05/27,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 28",35h 46m,Premium Economy,140000,49.6
2361,05/31,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on June 1",35h 46m,Premium Economy,140000,49.6
2362,05/31,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on June 1",35h 46m,Premium Economy,140000,49.6
2363,05/01,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 2",35h 50m,Premium Economy,140000,55.2
2364,05/01,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 2",35h 50m,Premium Economy,140000,55.2
2365,05/01,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 2",35h 50m,Premium Economy,140000,49.6
2366,05/01,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 2",35h 50m,Premium Economy,140000,55.2
2367,05/01,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 2",35h 50m,Premium Economy,140000,49.6
2368,05/02,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 3",35h 50m,Premium Economy,140000,55.2
2369,05/02,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 3",35h 50m,Premium Economy,140000,55.2
2370,05/02,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 3",35h 50m,Premium Economy,140000,55.2
2371,05/02,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 3",35h 50m,Premium Economy,140000,49.6
2372,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Premium Economy,140000,49.6
2373,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Premium Economy,140000,55.2
2374,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Premium Economy,140000,55.2
2375,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Premium Economy,140000,55.2
2376,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Premium Economy,140000,49.6
