,Date,Origin,Destination,Departure_Time,Arrival_Time,Duration,Class,Miles,Tax
0,05/01,HND,EWR,6:15 PM, 11:42 PM ,18h 27m,Main,35000,49.6
1,05/03,HND,EWR,6:15 PM, 11:42 PM ,18h 27m,Main,35000,49.6
2,05/04,HND,EWR,6:15 PM, 11:42 PM ,18h 27m,Main,35000,49.6
3,05/06,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,35000,49.6
4,05/07,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,35000,49.6
5,05/14,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,35000,49.6
6,05/21,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,35000,49.6
7,05/14,HND,EWR,11:55 AM, 6:31 PM ,19h 36m,Main,35000,49.6
8,05/14,HND,EWR,11:55 AM, 7:47 PM ,20h 52m,Main,35000,49.6
9,05/14,HND,EWR,11:55 AM, 7:47 PM ,20h 52m,Main,35000,49.6
10,05/14,HND,EWR,11:55 AM, 8:32 PM ,21h 37m,Main,35000,49.6
11,05/14,HND,EWR,11:55 AM, 10:05 PM ,23h 10m,Main,35000,49.6
12,05/14,HND,EWR,11:55 AM, 10:05 PM ,23h 10m,Main,35000,55.2
13,05/14,HND,EWR,11:55 AM, 10:09 PM ,23h 14m,Main,35000,49.6
14,05/15,HND,EWR,11:55 AM, 10:09 PM ,23h 14m,Main,35000,49.6
15,05/14,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,35000,49.6
16,05/14,HND,EWR,6:15 PM," 5:42 AM +1 , Arrives on May 15",24h 27m,Main,35000,49.6
17,05/14,HND,EWR,6:15 PM," 5:42 AM +1 , Arrives on May 15",24h 27m,Main,35000,49.6
18,05/14,HND,EWR,6:15 PM," 5:42 AM +1 , Arrives on May 15",24h 27m,Main,35000,49.6
19,05/14,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,35000,49.6
20,05/14,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,35000,49.6
21,05/14,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,35000,55.2
22,05/15,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,35000,49.6
23,05/15,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,35000,55.2
24,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
25,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
26,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
27,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,55.2
28,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,55.2
29,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
30,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
31,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,49.6
32,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,55.2
33,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,35000,55.2
34,05/14,HND,EWR,11:55 AM," 12:31 AM +1 , Arrives on May 15",25h 36m,Main,35000,49.6
35,05/14,HND,EWR,11:55 AM," 12:31 AM +1 , Arrives on May 15",25h 36m,Main,35000,49.6
36,05/10,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 11",26h 47m,Main,35000,49.6
37,05/13,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 14",26h 47m,Main,35000,49.6
38,05/13,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 14",26h 47m,Main,35000,49.6
39,05/01,HND,EWR,6:15 PM," 9:31 AM +1 , Arrives on May 2",28h 16m,Main,35000,55.2
40,05/04,HND,EWR,6:15 PM," 9:31 AM +1 , Arrives on May 5",28h 16m,Main,35000,55.2
41,05/06,HND,EWR,6:15 PM," 9:32 AM +1 , Arrives on May 7",28h 17m,Main,35000,55.2
42,05/07,HND,EWR,6:15 PM," 9:32 AM +1 , Arrives on May 8",28h 17m,Main,35000,55.2
43,05/06,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 7",28h 58m,Main,35000,49.6
44,05/10,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 11",28h 58m,Main,35000,49.6
45,05/10,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 11",28h 58m,Main,35000,55.2
46,05/13,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 14",28h 58m,Main,35000,49.6
47,05/13,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 14",28h 58m,Main,35000,55.2
48,05/14,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 15",28h 58m,Main,35000,49.6
49,05/20,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 21",28h 58m,Main,35000,55.2
50,05/13,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 14",29h 0m,Main,35000,49.6
51,05/13,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 14",30h 17m,Main,35000,55.2
52,05/06,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 7",30h 28m,Main,35000,49.6
53,05/07,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 8",30h 28m,Main,35000,49.6
54,05/10,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 11",30h 28m,Main,35000,49.6
55,05/14,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 15",30h 28m,Main,35000,49.6
56,05/20,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 21",30h 28m,Main,35000,49.6
57,05/21,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 22",30h 28m,Main,35000,49.6
58,05/06,HND,EWR,6:15 PM," 11:45 AM +1 , Arrives on May 7",30h 30m,Main,35000,49.6
59,05/01,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 2",30h 43m,Main,35000,49.6
60,05/03,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 4",30h 43m,Main,35000,49.6
61,05/04,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 5",30h 43m,Main,35000,49.6
62,05/14,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 15",30h 47m,Main,35000,49.6
63,05/14,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 15",30h 47m,Main,35000,49.6
64,05/14,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 15",30h 47m,Main,35000,49.6
65,05/14,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 15",30h 47m,Main,35000,55.2
66,05/03,HND,EWR,6:15 PM," 12:57 PM +1 , Arrives on May 4",31h 42m,Main,35000,49.6
67,05/06,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 7",31h 46m,Main,35000,49.6
68,05/06,HND,EWR,6:15 PM," 1:01 PM +1 , Arrives on May 7",31h 46m,Main,35000,49.6
69,05/03,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 4",31h 47m,Main,35000,49.6
70,05/03,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 4",31h 47m,Main,35000,49.6
71,05/06,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 7",31h 47m,Main,35000,49.6
72,05/06,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 7",31h 47m,Main,35000,49.6
73,05/14,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 15",31h 47m,Main,35000,49.6
74,05/14,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 15",31h 47m,Main,35000,49.6
75,05/13,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 14",32h 40m,Main,35000,55.2
76,05/13,HND,EWR,7:45 PM," 3:25 PM +1 , Arrives on May 14",32h 40m,Main,35000,55.2
77,05/06,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 7",34h 10m,Main,35000,49.6
78,05/06,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 7",34h 10m,Main,35000,49.6
79,05/06,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 7",34h 10m,Main,35000,55.2
80,05/07,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 8",34h 10m,Main,35000,49.6
81,05/07,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 8",34h 10m,Main,35000,49.6
82,05/07,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 8",34h 10m,Main,35000,55.2
83,05/21,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 22",34h 10m,Main,35000,55.2
84,05/10,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 11",34h 37m,Main,35000,49.6
85,05/13,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 14",34h 37m,Main,35000,49.6
86,05/13,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 14",34h 37m,Main,35000,49.6
87,05/20,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 21",34h 37m,Main,35000,49.6
88,05/20,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 21",34h 37m,Main,35000,49.6
89,05/06,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 7",34h 43m,Main,35000,49.6
90,05/01,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 2",34h 45m,Main,35000,49.6
91,05/03,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 4",34h 45m,Main,35000,49.6
92,05/10,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 11",35h 46m,Main,35000,49.6
93,05/13,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 14",35h 46m,Main,35000,49.6
94,05/13,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 14",35h 46m,Main,35000,49.6
95,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Main,35000,49.6
96,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Main,35000,55.2
97,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Main,35000,55.2
98,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Main,35000,55.2
99,05/13,HND,EWR,7:45 PM," 5:50 PM +1 , Arrives on May 14",35h 5m,Main,35000,55.2
100,05/10,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 11",36h 48m,Main,35000,49.6
101,05/10,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 11",36h 48m,Main,35000,49.6
102,05/10,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 11",36h 48m,Main,35000,55.2
103,05/13,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 14",36h 48m,Main,35000,49.6
104,05/13,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 14",36h 48m,Main,35000,49.6
105,05/13,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 14",36h 48m,Main,35000,55.2
106,05/17,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 18",36h 48m,Main,35000,55.2
107,05/20,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 21",36h 48m,Main,35000,55.2
108,05/13,HND,EWR,11:55 AM," 11:45 AM +1 , Arrives on May 14",36h 50m,Main,35000,49.6
109,05/13,HND,EWR,11:55 AM," 11:45 AM +1 , Arrives on May 14",36h 50m,Main,35000,49.6
110,05/06,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 7",37h 16m,Main,35000,49.6
111,05/06,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 7",37h 16m,Main,35000,55.2
112,05/06,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 7",37h 16m,Main,35000,55.2
113,05/07,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 8",37h 16m,Main,35000,55.2
114,05/03,HND,EWR,6:15 PM," 6:34 PM +1 , Arrives on May 4",37h 19m,Main,35000,49.6
115,05/03,HND,EWR,6:15 PM," 6:34 PM +1 , Arrives on May 4",37h 19m,Main,35000,55.2
116,05/03,HND,EWR,6:15 PM," 6:34 PM +1 , Arrives on May 4",37h 19m,Main,35000,55.2
117,05/13,HND,EWR,7:45 PM," 7:47 PM +1 , Arrives on May 14",37h 2m,Main,35000,49.6
118,05/06,HND,EWR,6:15 PM," 7:47 PM +1 , Arrives on May 7",38h 32m,Main,35000,49.6
119,05/03,HND,EWR,6:15 PM," 7:20 PM +1 , Arrives on May 4",38h 5m,Main,35000,49.6
120,05/04,HND,EWR,6:15 PM," 5:40 AM +1 , Arrives on May 5",24h 25m,Main,35500,49.6
121,05/15,HND,EWR,11:55 AM," 12:31 AM +1 , Arrives on May 16",25h 36m,Main,35500,49.6
122,05/14,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 15",26h 47m,Main,35500,49.6
123,05/03,HND,EWR,6:15 PM," 9:31 AM +1 , Arrives on May 4",28h 16m,Main,35500,55.2
124,05/10,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 11",28h 58m,Main,35500,49.6
125,05/13,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 14",28h 58m,Main,35500,49.6
126,05/21,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 22",28h 58m,Main,35500,55.2
127,05/04,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 5",32h 26m,Main,35500,49.6
128,05/07,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,36000,49.6
129,05/07,HND,EWR,6:15 PM," 5:42 AM +1 , Arrives on May 8",24h 27m,Main,36000,49.6
130,05/13,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 14",28h 58m,Main,36000,49.6
131,05/13,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 14",28h 58m,Main,36000,49.6
132,05/13,HND,EWR,7:45 PM," 11:45 AM +1 , Arrives on May 14",29h 0m,Main,36000,49.6
133,05/13,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 14",30h 16m,Main,36000,55.2
134,05/07,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 8",31h 47m,Main,36000,49.6
135,05/09,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 10",36h 48m,Main,36000,55.2
136,05/02,HND,EWR,6:15 PM, 11:42 PM ,18h 27m,Main,36500,49.6
137,05/14,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,36500,55.2
138,05/04,HND,EWR,6:15 PM," 5:40 AM +1 , Arrives on May 5",24h 25m,Main,36500,49.6
139,05/15,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,36500,49.6
140,05/04,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 5",30h 29m,Main,36500,49.6
141,05/02,HND,EWR,6:15 PM," 11:58 AM +1 , Arrives on May 3",30h 43m,Main,36500,49.6
142,05/10,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 11",37h 16m,Main,36500,49.6
143,05/10,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 11",37h 16m,Main,36500,55.2
144,05/11,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,37000,49.6
145,05/11,HND,EWR,11:55 AM, 7:47 PM ,20h 52m,Main,37000,49.6
146,05/14,HND,EWR,11:55 AM, 8:00 PM ,21h 5m,Main,37000,49.6
147,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,37000,49.6
148,05/21,HND,EWR,6:15 PM," 9:32 AM +1 , Arrives on May 22",28h 17m,Main,37000,55.2
149,05/21,HND,EWR,6:15 PM," 1:02 PM +1 , Arrives on May 22",31h 47m,Main,37000,49.6
150,05/21,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 22",34h 10m,Main,37000,49.6
151,05/20,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 21",36h 48m,Main,37000,49.6
152,05/10,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 11",37h 16m,Main,37000,55.2
153,05/10,HND,EWR,7:45 PM," 7:47 PM +1 , Arrives on May 11",37h 2m,Main,37000,49.6
154,05/10,HND,EWR,7:45 PM," 7:47 PM +1 , Arrives on May 11",37h 2m,Main,37000,49.6
155,05/10,HND,EWR,7:45 PM," 7:47 PM +1 , Arrives on May 11",37h 2m,Main,37000,55.2
156,05/09,HND,EWR,6:15 PM, 11:47 PM ,18h 32m,Main,37500,49.6
157,05/15,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,37500,55.2
158,05/24,HND,EWR,11:55 AM, 11:46 PM ,24h 51m,Main,37500,49.6
159,05/20,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 21",26h 47m,Main,37500,49.6
160,05/21,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 22",26h 47m,Main,37500,49.6
161,05/21,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 22",28h 58m,Main,37500,49.6
162,05/13,HND,EWR,7:45 PM," 1:01 PM +1 , Arrives on May 14",30h 16m,Main,37500,49.6
163,05/09,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 10",30h 28m,Main,37500,49.6
164,05/01,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 2",34h 3m,Main,37500,55.2
165,05/03,HND,EWR,6:15 PM," 5:05 PM +1 , Arrives on May 4",35h 50m,Main,37500,49.6
166,05/17,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 18",36h 48m,Main,37500,49.6
167,05/07,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 8",37h 16m,Main,37500,55.2
168,05/05,HND,EWR,6:15 PM, 11:42 PM ,18h 27m,Main,38000,49.6
169,05/14,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,38000,49.6
170,05/15,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,38000,49.6
171,05/11,HND,EWR,11:55 AM, 10:50 PM ,23h 55m,Main,38000,55.2
172,05/04,HND,EWR,6:15 PM," 5:40 AM +1 , Arrives on May 5",24h 25m,Main,38000,49.6
173,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,38000,49.6
174,05/06,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 7",26h 47m,Main,38000,49.6
175,05/06,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 7",28h 58m,Main,38000,55.2
176,05/17,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 18",28h 58m,Main,38000,55.2
177,05/10,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 11",33h 13m,Main,38000,55.2
178,05/13,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 14",33h 13m,Main,38000,55.2
179,05/13,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 14",33h 13m,Main,38000,55.2
180,05/06,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 7",34h 37m,Main,38000,49.6
181,05/06,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 7",34h 37m,Main,38000,49.6
182,05/07,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 8",34h 43m,Main,38000,49.6
183,05/02,HND,EWR,6:15 PM," 4:03 PM +1 , Arrives on May 3",34h 48m,Main,38000,49.6
184,05/20,HND,EWR,7:45 PM," 5:50 PM +1 , Arrives on May 21",35h 5m,Main,38000,55.2
185,05/06,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 7",36h 48m,Main,38000,55.2
186,05/20,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 21",36h 48m,Main,38000,49.6
187,05/15,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,38500,49.6
188,05/11,HND,EWR,11:55 AM, 10:50 PM ,23h 55m,Main,38500,49.6
189,05/06,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 7",26h 47m,Main,38500,49.6
190,05/06,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 7",26h 47m,Main,38500,49.6
191,05/05,HND,EWR,6:15 PM," 9:32 AM +1 , Arrives on May 6",28h 17m,Main,38500,55.2
192,05/20,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 21",28h 58m,Main,38500,49.6
193,05/03,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 4",30h 29m,Main,38500,49.6
194,05/01,HND,EWR,6:15 PM," 12:52 PM +1 , Arrives on May 2",31h 37m,Main,38500,49.6
195,05/09,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 10",34h 43m,Main,38500,49.6
196,05/17,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 18",36h 48m,Main,38500,49.6
197,05/21,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 22",36h 48m,Main,38500,55.2
198,05/06,HND,EWR,11:55 AM," 11:45 AM +1 , Arrives on May 7",36h 50m,Main,38500,49.6
199,05/07,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 8",37h 16m,Main,38500,49.6
200,05/11,HND,EWR,11:55 AM, 7:47 PM ,20h 52m,Main,39000,49.6
201,05/11,HND,EWR,11:55 AM, 10:50 PM ,23h 55m,Main,39000,49.6
202,05/14,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,39000,49.6
203,05/20,HND,EWR,7:45 PM," 9:32 AM +1 , Arrives on May 21",26h 47m,Main,39000,49.6
204,05/10,HND,EWR,7:45 PM," 1:02 PM +1 , Arrives on May 11",30h 17m,Main,39000,55.2
205,05/01,HND,EWR,6:15 PM," 11:44 AM +1 , Arrives on May 2",30h 29m,Main,39000,49.6
206,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Main,39000,49.6
207,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Main,39000,49.6
208,05/15,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 16",30h 47m,Main,39000,55.2
209,05/01,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 2",32h 26m,Main,39000,49.6
210,05/21,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 22",34h 10m,Main,39000,49.6
211,05/17,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 18",34h 37m,Main,39000,49.6
212,05/20,HND,EWR,11:55 AM," 11:45 AM +1 , Arrives on May 21",36h 50m,Main,39000,49.6
213,05/10,HND,EWR,7:45 PM," 7:47 PM +1 , Arrives on May 11",37h 2m,Main,39000,49.6
214,05/13,HND,EWR,11:55 AM, 10:05 PM ,23h 10m,Main,39500,49.6
215,05/06,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 7",28h 58m,Main,39500,49.6
216,05/20,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 21",34h 10m,Main,39500,55.2
217,05/07,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 8",35h 45m,Main,39500,55.2
218,05/07,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 8",35h 45m,Main,39500,55.2
219,05/20,HND,EWR,7:45 PM," 5:50 PM +1 , Arrives on May 21",35h 5m,Main,39500,55.2
220,05/10,HND,EWR,6:15 PM," 7:47 PM +1 , Arrives on May 11",38h 32m,Main,39500,49.6
221,05/01,HND,EWR,6:15 PM," 7:20 PM +1 , Arrives on May 2",38h 5m,Main,39500,49.6
222,05/02,HND,EWR,6:15 PM," 7:20 PM +1 , Arrives on May 3",38h 5m,Main,39500,49.6
223,05/17,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,40000,55.2
224,05/17,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 18",30h 28m,Main,40000,49.6
225,05/09,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 10",30h 47m,Main,40000,49.6
226,05/17,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 18",33h 13m,Main,40000,55.2
227,05/04,HND,EWR,6:15 PM," 3:18 PM +1 , Arrives on May 5",34h 3m,Main,40000,49.6
228,05/10,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 11",34h 43m,Main,40000,49.6
229,05/07,HND,EWR,6:15 PM," 5:00 PM +1 , Arrives on May 8",35h 45m,Main,40000,55.2
230,05/20,HND,EWR,7:45 PM," 6:31 PM +1 , Arrives on May 21",35h 46m,Main,40000,49.6
231,05/04,HND,EWR,6:15 PM," 6:34 PM +1 , Arrives on May 5",37h 19m,Main,40000,55.2
232,05/13,HND,EWR,11:55 AM, 8:32 PM ,21h 37m,Main,40500,49.6
233,05/18,HND,EWR,11:55 AM, 10:29 PM ,23h 34m,Main,40500,49.6
234,05/11,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,40500,49.6
235,05/21,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,40500,55.2
236,05/17,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 18",28h 58m,Main,40500,49.6
237,05/05,HND,EWR,6:15 PM," 11:43 AM +1 , Arrives on May 6",30h 28m,Main,40500,49.6
238,05/10,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 11",33h 13m,Main,40500,55.2
239,05/17,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 18",34h 10m,Main,40500,49.6
240,05/21,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 22",34h 37m,Main,40500,49.6
241,05/05,HND,EWR,6:15 PM," 3:58 PM +1 , Arrives on May 6",34h 43m,Main,40500,49.6
242,05/21,HND,EWR,11:55 AM," 11:43 AM +1 , Arrives on May 22",36h 48m,Main,40500,49.6
243,05/20,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 21",37h 16m,Main,40500,55.2
244,05/07,HND,EWR,6:15 PM," 7:47 PM +1 , Arrives on May 8",38h 32m,Main,40500,49.6
245,05/13,HND,EWR,7:45 PM," 5:42 AM +1 , Arrives on May 14",22h 57m,Main,41000,49.6
246,05/14,HND,EWR,7:45 PM," 5:42 AM +1 , Arrives on May 15",22h 57m,Main,41000,49.6
247,05/13,HND,EWR,11:55 AM, 10:05 PM ,23h 10m,Main,41000,55.2
248,05/07,HND,EWR,11:55 AM, 11:47 PM ,24h 52m,Main,41000,55.2
249,05/09,HND,EWR,11:55 AM," 5:42 AM +1 , Arrives on May 10",30h 47m,Main,41000,55.2
250,05/01,HND,EWR,6:15 PM," 1:41 PM +1 , Arrives on May 2",32h 26m,Main,41000,49.6
251,05/10,HND,EWR,7:45 PM," 3:58 PM +1 , Arrives on May 11",33h 13m,Main,41000,55.2
252,05/17,HND,EWR,6:15 PM," 3:25 PM +1 , Arrives on May 18",34h 10m,Main,41000,49.6
253,05/07,HND,EWR,11:55 AM," 9:32 AM +1 , Arrives on May 8",34h 37m,Main,41000,49.6
254,05/04,HND,EWR,6:15 PM," 4:00 PM +1 , Arrives on May 5",34h 45m,Main,41000,49.6
255,05/21,HND,EWR,6:15 PM," 6:31 PM +1 , Arrives on May 22",37h 16m,Main,41000,55.2
256,05/13,HND,EWR,11:55 AM, 10:09 PM ,23h 14m,Main,41500,49.6
257,05/11,HND,EWR,11:55 AM," 12:24 AM +1 , Arrives on May 12",25h 29m,Main,41500,49.6
258,05/10,HND,EWR,11:55 AM," 12:31 AM +1 , Arrives on May 11",25h 36m,Main,41500,49.6
259,05/17,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 18",28h 58m,Main,41500,49.6
260,05/20,HND,EWR,7:45 PM," 11:43 AM +1 , Arrives on May 21",28h 58m,Main,41500,49.6
